Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type
SLAP: Succinct and Lightweight Authentication Protocol for low-cost RFID system;Wireless Networks;;24;1;10.1007/s11276-016-1323-y;Hanguang LuoGuangjun WenJian SuZhong Huang;2018;http://link.springer.com/article/10.1007/s11276-016-1323-y;Article
Safety in Embedded Software Challenges in Growing from Rapid Rising of Third-Party Code;ATZelektronik worldwide;;11;1;10.1007/s38314-015-0572-3;André GirardChris Rommel;2016;http://link.springer.com/article/10.1007/s38314-015-0572-3;Article
Science mapping approach to analyze the research evolution on precision agriculture: world, EU and Italian situation;Precision Agriculture;;;;10.1007/s11119-018-9569-2;Federico PallottinoMarcello BioccaPierfrancesco NardiSimone FigorilliPaolo MenesattiCorrado Costa;2018;http://link.springer.com/article/10.1007/s11119-018-9569-2;Article
Scientific literature analysis on big data and internet of things applications on circular economy: a bibliometric study;Scientometrics;;111;1;10.1007/s11192-017-2281-6;Gustavo Cattelan NobreElaine Tavares;2017;http://link.springer.com/article/10.1007/s11192-017-2281-6;Article
Secure ultra-lightweight RFID mutual authentication protocol based on transparent computing for IoV;Peer-to-Peer Networking and Applications;;11;4;10.1007/s12083-017-0553-9;Kai FanWei WangWei JiangHui LiYintang Yang;2018;http://link.springer.com/article/10.1007/s12083-017-0553-9;Article
Security and Privacy Analysis of Tree-LSHB+ Protocol;Wireless Personal Communications;;77;4;10.1007/s11277-014-1699-x;Xiaofei QianXinbao LiuShanlin YangChao Zuo;2014;http://link.springer.com/article/10.1007/s11277-014-1699-x;Article
Security in industrial IoT – quo vadis?;e & i Elektrotechnik und Informationstechnik;;133;7;10.1007/s00502-016-0428-4;Christian LesjakNorbert DrumlRainer MatischekThomas RuprechterGerald Holweg;2016;http://link.springer.com/article/10.1007/s00502-016-0428-4;Article
Seeing through the network: Competitive advantage in the digital economy;Journal of Organization Design;;6;1;10.1186/s41469-017-0016-z;Thorsten KochJosef Windsperger;2017;http://link.springer.com/article/10.1186/s41469-017-0016-z;Article
Self-organizing evaluation model and algorithm for manufacturing cloud services driven by user behavior;The International Journal of Advanced Manufacturing Technology;;95;01/abr;10.1007/s00170-018-1651-4;Shenquan HuangYarong ChenHongming ZhouXinjian Gu;2018;http://link.springer.com/article/10.1007/s00170-018-1651-4;Article
Selling your soul while negotiating the conditions: from notice and consent to data control by design;Health and Technology;;7;4;10.1007/s12553-017-0185-3;Luca BelliMolly SchwartzLuiza Louzada;2017;http://link.springer.com/article/10.1007/s12553-017-0185-3;Article
Semantic Web Regulatory Models: Why Ethics Matter;Philosophy & Technology;;28;1;10.1007/s13347-014-0170-y;Pompeu Casanovas;2015;http://link.springer.com/article/10.1007/s13347-014-0170-y;Article
Semantic analysis and verification of context-driven adaptive applications in intelligent environments;Journal of Reliable Intelligent Environments;;2;2;10.1007/s40860-016-0019-5;Davy PreuveneersWouter Joosen;2016;http://link.springer.com/article/10.1007/s40860-016-0019-5;Article
Semantic catalog of things, services, and data to support a wind data management facility;Information Systems Frontiers;;18;4;10.1007/s10796-015-9546-5;E. G. StephanT. O. ElsethagenL. K. BergM. C. MacduffP. R. PaulsonW. J. ShawC. SivaramanW. P. SmithA. Wynne;2016;http://link.springer.com/article/10.1007/s10796-015-9546-5;Article
Semantic infrastructure of a smart museum: toward making cultural heritage knowledge usable and creatable by visitors and professionals;Personal and Ubiquitous Computing;;21;2;10.1007/s00779-016-0996-7;Dmitry KorzunAleksey VarfolomeyevSvetlana YalovitsynaValentina Volokhova;2017;http://link.springer.com/article/10.1007/s00779-016-0996-7;Article
Sensing environmental contaminants using carbon nanofibers doped tin-oxide composites;Surface Engineering and Applied Electrochemistry;;52;1;10.3103/S1068375516010026;A. K. BatraA. Vaseashta;2016;http://link.springer.com/article/10.3103/S1068375516010026;Article
Sensor Function Virtualization to Support Distributed Intelligence in the Internet of Things;Wireless Personal Communications;;81;4;10.1007/s11277-015-2481-4;Floris Van den AbeeleJeroen HoebekeGirum Ketema TeklemariamIngrid MoermanPiet Demeester;2015;http://link.springer.com/article/10.1007/s11277-015-2481-4;Article
Service Orientation and the Smart Grid state and trends;Service Oriented Computing and Applications;;6;3;10.1007/s11761-012-0117-z;Giuliano Andrea PaganiMarco Aiello;2012;http://link.springer.com/article/10.1007/s11761-012-0117-z;Article
Service Robots;Business & Information Systems Engineering;;57;4;10.1007/s12599-015-0389-x;Michaela SprengerTobias Mettler;2015;http://link.springer.com/article/10.1007/s12599-015-0389-x;Article
Service discovery and prediction on Pervasive Information System;Journal of Ambient Intelligence and Humanized Computing;;6;4;10.1007/s12652-015-0288-5;Salma NajarManuele Kirsch PinheiroCarine Souveyet;2015;http://link.springer.com/article/10.1007/s12652-015-0288-5;Article
Service placement for latency reduction in the internet of things;Annals of Telecommunications;;72;01/fev;10.1007/s12243-016-0524-9;Karima VelasquezDavid Perez AbreuMarilia CuradoEdmundo Monteiro;2017;http://link.springer.com/article/10.1007/s12243-016-0524-9;Article
Servitization of manufacturing industries based on cloud-based business model and the down-to-earth implementary path;The International Journal of Advanced Manufacturing Technology;;87;05/ago;10.1007/s00170-014-6348-8;Xianhe WenXiaojun Zhou;2016;http://link.springer.com/article/10.1007/s00170-014-6348-8;Article
Set self-service sales and online customization in one of the product network marketing system construction and management research;Cluster Computing;;;;10.1007/s10586-018-1971-z;Yibin Xiang;2018;http://link.springer.com/article/10.1007/s10586-018-1971-z;Article
Shanakt Consulting: an Indian technology startup’s dilemma;Journal of Information Technology Teaching Cases;;6;1;10.1057/jittc.2015.10;Srujana PinjalaIndranil BoseSomprakash Bandyopadhyay;2016;http://link.springer.com/article/10.1057/jittc.2015.10;Article
Shaping the Next Incarnation of Business Intelligence;Business & Information Systems Engineering;;6;1;10.1007/s12599-013-0307-z;Dr. Henning BaarsProf. Dr. Carsten FeldenProf. Dr. Peter GluchowskiProf. Dr. Andreas HilbertProf. Dr. Hans-Georg KemperDr. Sebastian Olbrich;2014;http://link.springer.com/article/10.1007/s12599-013-0307-z;Article
Shariah-compliant FinTech in the banking industry;ERA Forum;;;;10.1007/s12027-018-0505-8;Maria Todorof;2018;http://link.springer.com/article/10.1007/s12027-018-0505-8;Article
Sharing Economy;Business & Information Systems Engineering;;58;1;10.1007/s12599-015-0420-2;Dr. Thomas PuschmannProf. Dr. Rainer Alt;2016;http://link.springer.com/article/10.1007/s12599-015-0420-2;Article
Signature-based three-factor authenticated key exchange for internet of things applications;Multimedia Tools and Applications;;;;10.1007/s11042-017-5560-6;Xiaoying JiaDebiao HeLi LiKim-Kwang Raymond Choo;2018;http://link.springer.com/article/10.1007/s11042-017-5560-6;Article
Simulation-based design for resource efficiency of metal production and recycling systems: Cases - copper production and recycling, e-waste (LED lamps) and nickel pig iron;The International Journal of Life Cycle Assessment;;20;5;10.1007/s11367-015-0860-4;Markus A. ReuterAntoinette van SchaikJohannes Gediga;2015;http://link.springer.com/article/10.1007/s11367-015-0860-4;Article
Situated and mobile displays for reflection on shopping and nutritional choices;Personal and Ubiquitous Computing;;18;7;10.1007/s00779-014-0781-4;Wolfgang ReitbergerWolfgang SpreicerGeraldine Fitzpatrick;2014;http://link.springer.com/article/10.1007/s00779-014-0781-4;Article
Smart Behavioural Filter for Industrial Internet of Things;Mobile Networks and Applications;;;;10.1007/s11036-017-0882-1;Giovanni CorbòChiara FogliettaCosimo PalazzoStefano Panzieri;2017;http://link.springer.com/article/10.1007/s11036-017-0882-1;Article
Smart Cities: A Review and Analysis of Stakeholders’ Literature;Business & Information Systems Engineering;;60;3;10.1007/s12599-018-0535-3;Dr. Mauricio MarroneMara Hammerle;2018;http://link.springer.com/article/10.1007/s12599-018-0535-3;Article
Smart City Reference Model: Assisting Planners to Conceptualize the Building of Smart City Innovation Ecosystems;Journal of the Knowledge Economy;;4;2;10.1007/s13132-012-0089-4;Sotiris Zygiaris;2013;http://link.springer.com/article/10.1007/s13132-012-0089-4;Article
Smart Factory Information Service Bus (SIBUS) for manufacturing application: requirement, architecture and implementation;Journal of Intelligent Manufacturing;;;;10.1007/s10845-016-1251-9;SooCheol YoonJumyung UmSuk-Hwan SuhIan StroudJoo-Sung Yoon;2016;http://link.springer.com/article/10.1007/s10845-016-1251-9;Article
Smart Factory Systems;Informatik-Spektrum;;38;3;10.1007/s00287-015-0891-z;Jay Lee;2015;http://link.springer.com/article/10.1007/s00287-015-0891-z;Article
Smart cities of the future;The European Physical Journal Special Topics;;214;1;10.1140/epjst/e2012-01703-3;M. BattyK. W. AxhausenF. GiannottiA. PozdnoukhovA. BazzaniM. WachowiczG. OuzounisY. Portugali;2012;http://link.springer.com/article/10.1140/epjst/e2012-01703-3;Article
Smart cities: the state-of-the-art and governance challenge;Triple Helix;;1;1;10.1186/s40604-014-0007-9;Mark Deakin;2014;http://link.springer.com/article/10.1186/s40604-014-0007-9;Article
Smart energy: where do we stand and where should we go?;Electronic Markets;;25;1;10.1007/s12525-015-0180-3;Johann KranzLutz M. KolbeChulmo KooMarie-Claude Boudreau;2015;http://link.springer.com/article/10.1007/s12525-015-0180-3;Article
Smart grid security with AES hardware chip;International Journal of Information Technology;;;;10.1007/s41870-018-0123-2;Niraj KumarVishnu Mohan MishraAdesh Kumar;2018;http://link.springer.com/article/10.1007/s41870-018-0123-2;Article
Smart manufacturing based on cyber-physical systems and beyond;Journal of Intelligent Manufacturing;;;;10.1007/s10845-017-1384-5;Xifan YaoJiajun ZhouYingzi LinYun LiHongnian YuYing Liu;2017;http://link.springer.com/article/10.1007/s10845-017-1384-5;Article
Smart manufacturing systems for Industry 4.0: Conceptual framework, scenarios, and future perspectives;Frontiers of Mechanical Engineering;;13;2;10.1007/s11465-018-0499-5;Pai ZhengHonghui wangZhiqian SangRay Y. ZhongYongkui LiuChao LiuKhamdi MubarokShiqiang YuXun Xu;2018;http://link.springer.com/article/10.1007/s11465-018-0499-5;Article
Smart manufacturing: Past research, present findings, and future directions;International Journal of Precision Engineering and Manufacturing-Green Technology;;3;1;10.1007/s40684-016-0015-5;Hyoung Seok KangJu Yeon LeeSangSu ChoiHyun KimJun Hee ParkJi Yeon SonBo Hyun KimSang Do Noh;2016;http://link.springer.com/article/10.1007/s40684-016-0015-5;Article
Smart practices for building smart cities;e & i Elektrotechnik und Informationstechnik;;133;7;10.1007/s00502-016-0430-x;Marc Jadoul;2016;http://link.springer.com/article/10.1007/s00502-016-0430-x;Article
Smart servitization within the context of industrial user–supplier relationships: contingencies according to a machine tool manufacturer;International Journal on Interactive Design and Manufacturing (IJIDeM);;11;3;10.1007/s12008-016-0345-0;Bart KampAinhoa OchoaJavier Diaz;2017;http://link.springer.com/article/10.1007/s12008-016-0345-0;Article
Smart tourism: foundations and developments;Electronic Markets;;25;3;10.1007/s12525-015-0196-8;Ulrike GretzelMarianna SigalaZheng XiangChulmo Koo;2015;http://link.springer.com/article/10.1007/s12525-015-0196-8;Article
Social media analytics for future oriented policy making;European Journal of Futures Research;;1;1;10.1007/s40309-013-0020-7;Verena GrubmüllerKatharina GötschBernhard Krieger;2013;http://link.springer.com/article/10.1007/s40309-013-0020-7;Article
Social recommendation service for cultural heritage;Personal and Ubiquitous Computing;;21;2;10.1007/s00779-016-0985-x;Minsung HongJason J. JungFrancesco PiccialliAngelo Chianese;2017;http://link.springer.com/article/10.1007/s00779-016-0985-x;Article
Societal and ethical issues of digitization;Ethics and Information Technology;;;;10.1007/s10676-018-9452-x;Lambèr RoyakkersJelte TimmerLinda KoolRinie van Est;2018;http://link.springer.com/article/10.1007/s10676-018-9452-x;Article
Soft Ethics and the Governance of the Digital;Philosophy & Technology;;31;1;10.1007/s13347-018-0303-9;Luciano Floridi;2018;http://link.springer.com/article/10.1007/s13347-018-0303-9;Article
Special Issue on Smart Cities and the Future Internet in Europe;Journal of the Knowledge Economy;;4;2;10.1007/s13132-012-0083-x;Nicos KomninosMarc PallotHans Schaffers;2013;http://link.springer.com/article/10.1007/s13132-012-0083-x;Article
Special issue on emerging technologies for the management of diabetes mellitus;Medical & Biological Engineering & Computing;;53;12;10.1007/s11517-015-1422-4;Konstantia ZarkogianniKonstantina S. Nikita;2015;http://link.springer.com/article/10.1007/s11517-015-1422-4;Article
Special theme on privacy and the Internet of things;Personal and Ubiquitous Computing;;22;2;10.1007/s00779-017-1066-5;Alan ChamberlainAndy CrabtreeHamed HaddadiRichard Mortier;2018;http://link.springer.com/article/10.1007/s00779-017-1066-5;Article
State of the Art of Water for Food Within the Nexus Framework;Current Sustainable/Renewable Energy Reports;;4;3;10.1007/s40518-017-0084-2;Sonja LoyJeffry TahtouhClyde MunsterKevin WagnerAli FaresSrinivasulu AleRichard VierlingFouad JaberAnish Jantrania;2017;http://link.springer.com/article/10.1007/s40518-017-0084-2;Article
State of the German Short-Term Power Market;Zeitschrift für Energiewirtschaft;;41;2;10.1007/s12398-017-0196-9;Johannes Viehmann;2017;http://link.springer.com/article/10.1007/s12398-017-0196-9;Article
State of the science on the Cloud, accessibility, and the future;Universal Access in the Information Society;;13;4;10.1007/s10209-013-0345-9;Amrish ChourasiaDan NordstromGregg Vanderheiden;2014;http://link.springer.com/article/10.1007/s10209-013-0345-9;Article
State-of-the-art automobile emissions models and applications in North America and Europe for sustainable transportation;KSCE Journal of Civil Engineering;;20;3;10.1007/s12205-016-1682-z;Sangjun ParkJung-beom LeeChungwon Lee;2016;http://link.springer.com/article/10.1007/s12205-016-1682-z;Article
Statistics and computing: the genesis of data science;Statistics and Computing;;25;4;10.1007/s11222-015-9565-6;David J. Hand;2015;http://link.springer.com/article/10.1007/s11222-015-9565-6;Article
Status quo and innovative approaches for maritime logistics in the age of digitalization: a guest editors’ introduction;Information Technology and Management;;18;3;10.1007/s10799-017-0282-z;Leonard HeiligStefan Voß;2017;http://link.springer.com/article/10.1007/s10799-017-0282-z;Article
Stuck-at Fault Analytics of IoT Devices Using Knowledge-based Data Processing Strategy in Smart Grid;Wireless Personal Communications;;;;10.1007/s11277-018-5739-9;Isma Farah SiddiquiNawab Muhammad Faseeh QureshiMuhammad Akram ShaikhBhawani Shankar ChowdhryAsad AbbasAli Kashif BashirScott Uk-Jin Lee;2018;http://link.springer.com/article/10.1007/s11277-018-5739-9;Article
Study on machining service modes and resource selection strategies in cloud manufacturing;The International Journal of Advanced Manufacturing Technology;;81;01/abr;10.1007/s00170-015-7222-z;Yang CaoShilong WangLing KangChangsong LiLiang Guo;2015;http://link.springer.com/article/10.1007/s00170-015-7222-z;Article
Study on the Ecological Farming Control System Based on the Internet of Things;Wireless Personal Communications;;;;10.1007/s11277-018-5318-0;Xiaobo MinWeihong Kuang;2018;http://link.springer.com/article/10.1007/s11277-018-5318-0;Article
Supply chain intelligence for electricity markets: A smart grid perspective;Information Systems Frontiers;;19;1;10.1007/s10796-015-9592-z;Jelena LukicMiloš RadenkovicMarijana Despotovic-ZrakicAleksandra LabusZorica Bogdanovic;2017;http://link.springer.com/article/10.1007/s10796-015-9592-z;Article
Supply chains and electronic markets - impulses for value co-creation across the disciplines;Electronic Markets;;27;2;10.1007/s12525-017-0253-6;Günter ProcklVikram BhakooChristina Wong;2017;http://link.springer.com/article/10.1007/s12525-017-0253-6;Article
Surprise as the new normal – implications for energy security;European Journal of Futures Research;;5;1;10.1007/s40309-017-0117-5;Sirkka HeinonenJoni KarjalainenJuho RuotsalainenKarlheinz Steinmüller;2017;http://link.springer.com/article/10.1007/s40309-017-0117-5;Article
Surveillance in ubiquitous network societies: normative conflicts related to the consumer in-store supermarket experience in the context of the Internet of Things;Ethics and Information Technology;;16;1;10.1007/s10676-013-9332-3;Jenifer Sunrise Winter;2014;http://link.springer.com/article/10.1007/s10676-013-9332-3;Article
Survey of access control models and technologies for cloud computing;Cluster Computing;;;;10.1007/s10586-018-1850-7;Fangbo CaiNafei ZhuJingsha HePengyu MuWenxin LiYi Yu;2018;http://link.springer.com/article/10.1007/s10586-018-1850-7;Article
Survey of named data networks: future of internet;International Journal of Information Technology;;9;2;10.1007/s41870-017-0014-y;Mayank AggarwalKumar NilayKuldeep Yadav;2017;http://link.springer.com/article/10.1007/s41870-017-0014-y;Article
Sustainability as a criterion for information security in cyber-physical systems;Automatic Control and Computer Sciences;;50;8;10.3103/S0146411616080253;D. P. Zegzhda;2016;http://link.springer.com/article/10.3103/S0146411616080253;Article
Sustainability aspects of a digitalized industry – A comparative study from China and Germany;International Journal of Precision Engineering and Manufacturing-Green Technology;;4;2;10.1007/s40684-017-0028-8;Grischa BeierSilke NiehoffTilla ZiemsBing Xue;2017;http://link.springer.com/article/10.1007/s40684-017-0028-8;Article
Sustainability in manufacturing and factories of the future;International Journal of Precision Engineering and Manufacturing-Green Technology;;1;4;10.1007/s40684-014-0034-z;Christoph HerrmannChristopher SchmidtDenis KurleStefan BlumeSebastian Thiede;2014;http://link.springer.com/article/10.1007/s40684-014-0034-z;Article
Symbiosis or assimilation: critical reflections on the ontological self at the precipice of Total Data;AI & SOCIETY;;;;10.1007/s00146-017-0729-0;Peter J. Carew;2017;http://link.springer.com/article/10.1007/s00146-017-0729-0;Article
Systematic Review of Real-time Remote Health Monitoring System in Triage and Priority-Based Sensor Technology: Taxonomy, Open Challenges, Motivation and Recommendations;Journal of Medical Systems;;42;5;10.1007/s10916-018-0943-4;O. S. AlbahriA. S. AlbahriK. I. MohammedA. A. ZaidanB. B. ZaidanM. HashimOmar H. Salman;2018;http://link.springer.com/article/10.1007/s10916-018-0943-4;Article
Systematization and security assessment of cyber-physical systems;Automatic Control and Computer Sciences;;51;8;10.3103/S0146411617080272;D. P. ZegzhdaM. A. PoltavtsevaD. S. Lavrova;2017;http://link.springer.com/article/10.3103/S0146411617080272;Article
TCpC: a graphical password scheme ensuring authentication for IoT resources;International Journal of Information Technology;;;;10.1007/s41870-018-0142-z;Priya MattaBhasker Pant;2018;http://link.springer.com/article/10.1007/s41870-018-0142-z;Article
THE “NUTS AND BOLTS” OF BEHAVIORAL INTERVENTION DEVELOPMENT: STUDY DESIGNS, METHODS AND FUNDING OPPORTUNITIES;Annals of Behavioral Medicine;;51;1;10.1007/s12160-017-9903-3;;2017;http://link.springer.com/article/10.1007/s12160-017-9903-3;Article
TSensors Vision, Infrastructure and Security Challenges in Trillion Sensor Era;Journal of Hardware and Systems Security;;1;4;10.1007/s41635-017-0028-8;Mahabubul AlamMark M. TehranipoorUjjwal Guin;2017;http://link.springer.com/article/10.1007/s41635-017-0028-8;Article
Technological Environmentality: Conceptualizing Technology as a Mediating Milieu;Philosophy & Technology;;;;10.1007/s13347-018-0309-3;Ciano AydinMargoth González WogePeter-Paul Verbeek;2018;http://link.springer.com/article/10.1007/s13347-018-0309-3;Article
Technological aspects of WBANs for health monitoring: a comprehensive review;Wireless Networks;;;;10.1007/s11276-018-1694-3;Roopali PunjRakesh Kumar;2018;http://link.springer.com/article/10.1007/s11276-018-1694-3;Article
Technologies for Web and cloud service interaction: a survey;Service Oriented Computing and Applications;;10;2;10.1007/s11761-015-0174-1;Harald Lampesberger;2016;http://link.springer.com/article/10.1007/s11761-015-0174-1;Article
Tendencies in Public Civil Security Law;European Journal for Security Research;;1;1;10.1007/s41125-016-0003-3;Ralf Poscher;2016;http://link.springer.com/article/10.1007/s41125-016-0003-3;Article
The Biopolitical Public Domain: the Legal Construction of the Surveillance Economy;Philosophy & Technology;;;;10.1007/s13347-017-0258-2;Julie E. Cohen;2017;http://link.springer.com/article/10.1007/s13347-017-0258-2;Article
The Cognitive Internet of Things: A Unified Perspective;Mobile Networks and Applications;;20;1;10.1007/s11036-015-0583-6;Asma AfzalSyed Ali Raza ZaidiMuhammad Zeeshan ShakirMuhammad Ali ImranMounir GhoghoAthanasios V. VasilakosDesmond C. McLernonKhalid Qaraqe;2015;http://link.springer.com/article/10.1007/s11036-015-0583-6;Article
The Convergence of Virtual Reality and Social Networks: Threats to Privacy and Autonomy;Science and Engineering Ethics;;22;1;10.1007/s11948-014-9621-1;Fiachra O’BrolcháinTim JacquemardDavid MonaghanNoel O’ConnorPeter NovitzkyBert Gordijn;2016;http://link.springer.com/article/10.1007/s11948-014-9621-1;Article
The Ethics of Cloud Computing;Science and Engineering Ethics;;23;1;10.1007/s11948-016-9759-0;Boudewijn de BruinLuciano Floridi;2017;http://link.springer.com/article/10.1007/s11948-016-9759-0;Article
The Ethics of Smart Stadia: A Stakeholder Analysis of the Croke Park Project;Science and Engineering Ethics;;;;10.1007/s11948-018-0033-5;Fiachra O’BrolcháinSimone de ColleBert Gordijn;2018;http://link.springer.com/article/10.1007/s11948-018-0033-5;Article
The FinTech phenomenon: antecedents of financial innovation perceived by the popular press;Financial Innovation;;2;1;10.1186/s40854-016-0036-7;Liudmila ZavolokinaMateusz DolataGerhard Schwabe;2016;http://link.springer.com/article/10.1186/s40854-016-0036-7;Article
The Fourth Industrial Revolution and implications for innovative cluster policies;AI & SOCIETY;;;;10.1007/s00146-017-0777-5;Sang-Chul Park;2017;http://link.springer.com/article/10.1007/s00146-017-0777-5;Article
The Geodesist’s Handbook 2016;Journal of Geodesy;;90;10;10.1007/s00190-016-0948-z;Hermann DrewesFranz KuglitschJózsef AdámSzabolcs Rózsa;2016;http://link.springer.com/article/10.1007/s00190-016-0948-z;Article
The Impact of Digitalization on the Insurance Value Chain and the Insurability of Risks;The Geneva Papers on Risk and Insurance - Issues and Practice;;;;10.1057/s41288-017-0073-0;Martin ElingMartin Lehmann;2017;http://link.springer.com/article/10.1057/s41288-017-0073-0;Article
The Impact of Horizon 2020 on Innovation in Europe;Intereconomics;;50;1;10.1007/s10272-015-0521-7;Reinhilde VeugelersMichele CinceraRainer FrietschChristian RammerTorben SchubertAnita PelleAndrea RendaCarlos MontalvoJos Leijten;2015;http://link.springer.com/article/10.1007/s10272-015-0521-7;Article
The Internet of Things—A survey of topics and trends;Information Systems Frontiers;;17;2;10.1007/s10796-014-9489-2;Andrew WhitmoreAnurag AgarwalLi Da Xu;2015;http://link.springer.com/article/10.1007/s10796-014-9489-2;Article
The Internet of things! then what?;AI & SOCIETY;;28;4;10.1007/s00146-013-0520-9;Karamjit S. Gill;2013;http://link.springer.com/article/10.1007/s00146-013-0520-9;Article
The IoT Architectural Framework, Design Issues and Application Domains;Wireless Personal Communications;;92;1;10.1007/s11277-016-3842-3;Gordana GardaševicMladen VeleticNebojša MaleticDragan VasiljevicIgor RadusinovicSlavica TomovicMilutin Radonjic;2017;http://link.springer.com/article/10.1007/s11277-016-3842-3;Article
The Philosophy of Theory U: A Critical Examination;Philosophy of Management;;;;10.1007/s40926-018-0087-0;Peter W. Heller;2018;http://link.springer.com/article/10.1007/s40926-018-0087-0;Article
The Secret in the Information Society;Philosophy & Technology;;29;3;10.1007/s13347-016-0217-3;Dennis Broeders;2016;http://link.springer.com/article/10.1007/s13347-016-0217-3;Article
The Threat of Algocracy: Reality, Resistance and Accommodation;Philosophy & Technology;;29;3;10.1007/s13347-015-0211-1;John Danaher;2016;http://link.springer.com/article/10.1007/s13347-015-0211-1;Article
The age of quality innovation;International Journal of Quality Innovation;;1;1;10.1186/s40887-015-0002-x;Sang M Lee;2015;http://link.springer.com/article/10.1186/s40887-015-0002-x;Article
The application of internet of things in healthcare: a systematic literature review and classification;Universal Access in the Information Society;;;;10.1007/s10209-018-0618-4;Hossein AhmadiGoli ArjiLeila ShahmoradiReza SafdariMehrbakhsh NilashiMojtaba Alizadeh;2018;http://link.springer.com/article/10.1007/s10209-018-0618-4;Article
The contradictions of digital modernity;AI & SOCIETY;;;;10.1007/s00146-018-0843-7;Kieron O’Hara;2018;http://link.springer.com/article/10.1007/s00146-018-0843-7;Article
The core enabling technologies of big data analytics and context-aware computing for smart sustainable cities: a review and synthesis;Journal of Big Data;;4;1;10.1186/s40537-017-0091-6;Simon Elias BibriJohn Krogstie;2017;http://link.springer.com/article/10.1186/s40537-017-0091-6;Article
The development and application of e-Geoscience in China;Information Systems Frontiers;;18;6;10.1007/s10796-015-9571-4;Yunqiang ZhuPeng PanShifeng FangLi Da XuJia SongJinqu ZhangMin Feng;2016;http://link.springer.com/article/10.1007/s10796-015-9571-4;Article
The digital agenda of virtual currencies: Can BitCoin become a global currency?;Information Systems and e-Business Management;;14;4;10.1007/s10257-016-0304-0;Pavel CiaianMiroslava Rajcaniovad’Artis Kancs;2016;http://link.springer.com/article/10.1007/s10257-016-0304-0;Article
The digital platform: a research agenda;Journal of Information Technology;;;;10.1057/s41265-016-0033-3;Mark de ReuverCarsten SørensenRahul C. Basole;2017;http://link.springer.com/article/10.1057/s41265-016-0033-3;Article
The end of privacy for the populace, the person of interest and the persecuted;Health and Technology;;7;4;10.1007/s12553-017-0205-3;Diane Roark;2017;http://link.springer.com/article/10.1007/s12553-017-0205-3;Article
The experience co-creation in smart tourism destinations: a multiple case analysis of European destinations;Information Technology & Tourism;;16;3;10.1007/s40558-016-0060-5;Piera BuonincontriRoberto Micera;2016;http://link.springer.com/article/10.1007/s40558-016-0060-5;Article
The future of counter-terrorism in Europe. The need to be lost in the correct direction;European Journal of Futures Research;;2;1;10.1007/s40309-014-0050-9;José María Blanco NavarroJéssica Cohen Villaverde;2014;http://link.springer.com/article/10.1007/s40309-014-0050-9;Article
The impact of big data on world-class sustainable manufacturing;The International Journal of Advanced Manufacturing Technology;;84;01/abr;10.1007/s00170-015-7674-1;Rameshwar DubeyAngappa GunasekaranStephen J. ChildeSamuel Fosso WambaThanos Papadopoulos;2016;http://link.springer.com/article/10.1007/s00170-015-7674-1;Article
The need for more flexibility in the regulation of smart grids – stakeholder involvement;International Economics and Economic Policy;;11;01/fev;10.1007/s10368-013-0243-x;Nele FriedrichsenChristine BrandstättGert Brunekreeft;2014;http://link.springer.com/article/10.1007/s10368-013-0243-x;Article
The need to adapt sustainability audits to atypical business models;Clean Technologies and Environmental Policy;;;;10.1007/s10098-018-1522-6;Eva ChancéSybil DerribleWeslynne S. Ashton;2018;http://link.springer.com/article/10.1007/s10098-018-1522-6;Article
The offer network protocol: Mathematical foundations and a roadmap for the development of a global brain;The European Physical Journal Special Topics;;226;2;10.1140/epjst/e2016-60241-5;Francis Heylighen;2017;http://link.springer.com/article/10.1140/epjst/e2016-60241-5;Article
The open agent society: retrospective and prospective views;Artificial Intelligence and Law;;23;3;10.1007/s10506-015-9173-y;Jeremy PittAlexander Artikis;2015;http://link.springer.com/article/10.1007/s10506-015-9173-y;Article
The practical politics of sharing personal data;Personal and Ubiquitous Computing;;22;2;10.1007/s00779-017-1071-8;Peter TolmieAndy Crabtree;2018;http://link.springer.com/article/10.1007/s00779-017-1071-8;Article
The real-time city? Big data and smart urbanism;GeoJournal;;79;1;10.1007/s10708-013-9516-8;Rob Kitchin;2014;http://link.springer.com/article/10.1007/s10708-013-9516-8;Article
The role and security of firewalls in cyber-physical cloud computing;EURASIP Journal on Information Security;;2016;1;10.1186/s13635-016-0042-3;Johanna UllrichJordan CropperPeter FrühwirtEdgar Weippl;2016;http://link.springer.com/article/10.1186/s13635-016-0042-3;Article
The role of passenger-centric innovation in the future of public transport;Public Transport;;8;3;10.1007/s12469-016-0148-5;Tiago CamachoMarcus FothAndry RakotonirainyMarkus RittenbruchJonathan Bunker;2016;http://link.springer.com/article/10.1007/s12469-016-0148-5;Article
The user-centred intelligent environments development process as a guide to co-create smart technology for people with special needs;Universal Access in the Information Society;;17;1;10.1007/s10209-016-0514-8;J. AugustoD. KramerU. AlegreA. CovaciA. Santokhee;2018;http://link.springer.com/article/10.1007/s10209-016-0514-8;Article
The value of empirical generalizations in marketing;Journal of the Academy of Marketing Science;;46;1;10.1007/s11747-017-0567-0;Dominique M. Hanssens;2018;http://link.springer.com/article/10.1007/s11747-017-0567-0;Article
